name, republican voters, democratic voters, total voters, population, turnout
"Brule, South Dakota","1565","571","2288","5238","0.4368"
"Buffalo, South Dakota","171","296","490","2043","0.2398"
"Butte, South Dakota","3355","693","4346","10205","0.4259"
"Campbell, South Dakota","704","105","831","1378","0.6030"
"Charles Mix, South Dakota","2382","935","3433","9396","0.3654"
"Clark, South Dakota","1139","398","1657","3656","0.4532"
"Clay, South Dakota","2109","2608","5069","14086","0.3599"
"Codington, South Dakota","7764","3174","11669","28063","0.4158"
"Corson, South Dakota","588","535","1175","4132","0.2844"
"Custer, South Dakota","3290","1120","4716","8596","0.5486"
"Davison, South Dakota","5157","2355","7952","19903","0.3995"
"Day, South Dakota","1627","974","2747","5571","0.4931"
"Deuel, South Dakota","1366","570","2080","4231","0.4916"
"Dewey, South Dakota","723","887","1707","5742","0.2973"
"Douglas, South Dakota","1338","214","1605","2932","0.5474"
"Edmunds, South Dakota","1433","380","1918","3952","0.4853"
"Fall River, South Dakota","2511","821","3563","6849","0.5202"
"Faulk, South Dakota","858","204","1118","2354","0.4749"
"Grant, South Dakota","2381","970","3562","7148","0.4983"
"Gregory, South Dakota","1600","391","2091","4171","0.5013"
"Haakon, South Dakota","936","77","1044","1892","0.5518"
"Hamlin, South Dakota","2051","555","2762","6028","0.4582"
"Hand, South Dakota","1391","334","1818","3319","0.5478"
"Hanson, South Dakota","1497","424","2006","3374","0.5945"
"Harding, South Dakota","694","38","769","1278","0.6017"
"Hughes, South Dakota","5174","2449","8173","17600","0.4644"
"Hutchinson, South Dakota","2517","692","3365","7368","0.4567"
"Hyde, South Dakota","543","125","690","1352","0.5104"
"Jackson, South Dakota","722","323","1095","3326","0.3292"
"Jerauld, South Dakota","648","264","967","2004","0.4825"
"Jones, South Dakota","450","69","558","927","0.6019"
"Kingsbury, South Dakota","1680","703","2551","5001","0.5101"
"Lake, South Dakota","4038","2314","6786","12909","0.5257"
"Lawrence, South Dakota","7411","3356","11842","25281","0.4684"
"Lincoln, South Dakota","15499","8076","25231","54469","0.4632"
"Lyman, South Dakota","977","369","1421","3894","0.3649"
"Marshall, South Dakota","1056","754","1947","4801","0.4055"
"McCook, South Dakota","1794","623","2587","5625","0.4599"
"McPherson, South Dakota","892","192","1137","2438","0.4664"
"Meade, South Dakota","8441","2223","11621","27693","0.4196"
"Mellette, South Dakota","402","238","683","2102","0.3249"
"Miner, South Dakota","706","281","1064","2281","0.4665"
"Minnehaha, South Dakota","42043","30610","78263","187318","0.4178"
"Moody, South Dakota","1729","1042","2930","6505","0.4504"
"Oglala, South Dakota","241","2504","2896","14415","0.2009"
"Pennington, South Dakota","29804","14074","47741","109372","0.4365"
"Perkins, South Dakota","1333","188","1606","2983","0.5384"
"Potter, South Dakota","1069","215","1335","2299","0.5807"
"Roberts, South Dakota","2142","1539","3886","10255","0.3789"
"Sanborn, South Dakota","819","241","1123","2396","0.4687"
"Spink, South Dakota","1854","919","2951","6420","0.4597"
"Stanley, South Dakota","1148","329","1567","2993","0.5236"
"Sully, South Dakota","679","137","861","1421","0.6059"
"Todd, South Dakota","487","1505","2125","10155","0.2093"
"Tripp, South Dakota","2069","462","2630","5492","0.4789"
"Turner, South Dakota","2937","961","4150","8317","0.4990"
"Union, South Dakota","5288","2227","7895","14934","0.5287"
"Walworth, South Dakota","1896","457","2477","5610","0.4415"
"Yankton, South Dakota","5654","3301","9616","22616","0.4252"
"Ziebach, South Dakota","368","352","766","2801","0.2735"
"Anderson, Tennessee","19201","9010","29723","75936","0.3914"
"Bedford, Tennessee","11455","3384","15300","47484","0.3222"
"Benton, Tennessee","4715","1474","6322","16014","0.3948"
"Bledsoe, Tennessee","3621","896","4650","14675","0.3169"
"Blount, Tennessee","37385","12085","51849","128670","0.4030"
"Bradley, Tennessee","29761","7070","38392","104490","0.3674"
"Campbell, Tennessee","9860","2248","12504","39714","0.3149"
"Cannon, Tennessee","4006","1126","5299","14027","0.3778"
"Carroll, Tennessee","7731","2323","10333","28092","0.3678"
"Carter, Tennessee","16897","3453","20993","56502","0.3715"
"Cheatham, Tennessee","11295","3877","15823","39880","0.3968"
"Chester, Tennessee","3827","902","4850","17453","0.2779"
"Claiborne, Tennessee","8589","1831","10706","31757","0.3371"
"Clay, Tennessee","2140","707","2919","7752","0.3765"
"Cocke, Tennessee","9791","1980","12108","35219","0.3438"
"Coffee, Tennessee","14409","4741","19895","54682","0.3638"
"Crockett, Tennessee","3977","1302","5386","14411","0.3737"
"Cumberland, Tennessee","20410","5202","26298","58655","0.4484"
"Davidson, Tennessee","84365","148473","246199","684410","0.3597"
"Decatur, Tennessee","3580","894","4577","11769","0.3889"
"DeKalb, Tennessee","5164","1566","6940","19361","0.3585"
"Dickson, Tennessee","13213","4718","18619","52170","0.3569"
"Dyer, Tennessee","10175","2815","13290","37708","0.3524"
"Fayette, Tennessee","13046","5865","19306","39590","0.4876"
"Fentress, Tennessee","6032","1100","7311","18033","0.4054"
"Franklin, Tennessee","11526","4372","16363","41700","0.3924"
"Gibson, Tennessee","13779","5255","19484","49401","0.3944"
"Giles, Tennessee","7964","2915","11120","29307","0.3794"
"Grainger, Tennessee","6618","1154","7985","23072","0.3461"
"Greene, Tennessee","18538","4211","23491","68615","0.3424"
"Grundy, Tennessee","3626","998","4750","13389","0.3548"
"Hamblen, Tennessee","15839","4075","20579","63785","0.3226"
"Hamilton, Tennessee","78661","55260","141088","357738","0.3944"
"Hancock, Tennessee","1842","322","2229","6577","0.3389"
"Hardeman, Tennessee","4912","4174","9242","25435","0.3634"
"Hardin, Tennessee","8012","1622","9949","25679","0.3874"
"Hawkins, Tennessee","16611","3502","20694","56563","0.3659"
"Haywood, Tennessee","3010","3704","6824","17853","0.3822"
"Henderson, Tennessee","8118","1796","10172","27822","0.3656"
"Henry, Tennessee","9483","3061","12887","32310","0.3989"
"Hickman, Tennessee","5685","1823","7762","24295","0.3195"
"Houston, Tennessee","2180","865","3165","8134","0.3891"
"Humphreys, Tennessee","4928","1967","7139","18347","0.3891"
"Jackson, Tennessee","3229","1129","4447","11566","0.3845"
"Jefferson, Tennessee","14760","3490","18994","53535","0.3548"
"Johnson, Tennessee","5400","988","6556","17754","0.3693"
"Knox, Tennessee","105724","62861","179266","456132","0.3930"
"Lake, Tennessee","1357","577","1970","7560","0.2606"
"Lauderdale, Tennessee","4884","3656","8678","26773","0.3241"
"Lawrence, Tennessee","12419","2821","15658","43081","0.3635"
"Lewis, Tennessee","3579","890","4601","11904","0.3865"
"Lincoln, Tennessee","10375","2550","13270","33645","0.3944"
"Loudon, Tennessee","17588","4916","23304","51454","0.4529"
"Macon, Tennessee","6260","1071","7490","23450","0.3194"
"Madison, Tennessee","21321","15438","37764","97663","0.3867"
"Marion, Tennessee","7680","2829","10832","28446","0.3808"
"Marshall, Tennessee","8167","2848","11402","31915","0.3573"
"Maury, Tennessee","23781","10026","35068","89981","0.3897"
"McMinn, Tennessee","14673","3507","18694","52850","0.3537"
"McNairy, Tennessee","7839","1847","10035","25935","0.3869"
"Meigs, Tennessee","3337","856","4311","12005","0.3591"
"Monroe, Tennessee","13361","3184","17050","45970","0.3709"
"Montgomery, Tennessee","32320","21686","57278","195734","0.2926"
"Moore, Tennessee","2325","496","2926","6323","0.4628"
"Morgan, Tennessee","5429","1053","6664","21554","0.3092"
"Obion, Tennessee","9525","2425","12223","30578","0.3997"
"Overton, Tennessee","6055","1943","8195","22051","0.3716"
"Perry, Tennessee","2167","597","2855","7964","0.3585"
"Pickett, Tennessee","2019","536","2609","5142","0.5074"
"Polk, Tennessee","5097","1252","6520","16772","0.3887"
"Putnam, Tennessee","18981","6847","26958","75931","0.3550"
"Rhea, Tennessee","8650","1942","10946","32442","0.3374"
"Roane, Tennessee","15863","4833","21580","52874","0.4081"
"Robertson, Tennessee","19393","6634","27042","69165","0.3910"
"Rutherford, Tennessee","64428","36627","106518","308251","0.3456"
"Scott, Tennessee","6044","934","7123","21947","0.3246"
"Sequatchie, Tennessee","4434","1051","5667","14897","0.3804"
"Sevier, Tennessee","28610","6293","36180","96673","0.3743"
"Shelby, Tennessee","114948","206640","331861","934603","0.3551"
"Smith, Tennessee","5485","1688","7410","19447","0.3810"
"Stewart, Tennessee","3864","1222","5283","13182","0.4008"
"Sullivan, Tennessee","45577","11910","59860","156667","0.3821"
"Sumner, Tennessee","50105","18153","71080","180063","0.3948"
"Tipton, Tennessee","16893","5779","23372","61303","0.3813"
"Trousdale, Tennessee","2099","943","3142","8271","0.3799"
"Unicoi, Tennessee","5666","1260","7166","17719","0.4044"
"Union, Tennessee","5024","1010","6204","19140","0.3241"
"Van Buren, Tennessee","1820","539","2417","5689","0.4249"
"Warren, Tennessee","9535","3535","13565","40516","0.3348"
"Washington, Tennessee","34179","13003","49411","127440","0.3877"
"Wayne, Tennessee","5034","717","5842","16713","0.3495"
"Weakley, Tennessee","9001","2770","12127","33507","0.3619"
"White, Tennessee","7657","1842","9776","26653","0.3668"
"Williamson, Tennessee","68160","30992","104700","219107","0.4778"
"Wilson, Tennessee","39304","14356","56286","132781","0.4239"
"Anderson, Texas","13165","3358","16887","57734","0.2925"
"Andrews, Texas","3925","836","4926","17760","0.2774"
"Angelina, Texas","21666","7538","29870","87791","0.3402"
"Aransas, Texas","7730","2458","10467","25721","0.4069"
"Archer, Texas","3785","394","4269","8703","0.4905"
"Armstrong, Texas","924","70","1017","1876","0.5421"
"Atascosa, Texas","8598","4635","13605","48797","0.2788"
"Austin, Texas","9637","2319","12255","29758","0.4118"
"Bailey, Texas","1343","397","1784","7181","0.2484"
"Bandera, Texas","8159","1726","10213","21776","0.4690"
"Bastrop, Texas","16314","10555","28250","82733","0.3415"
"Baylor, Texas","1267","191","1492","3697","0.4036"
"Bee, Texas","4743","3443","8458","32750","0.2583"
"Bell, Texas","51780","37608","93999","340411","0.2761"
"Bexar, Texas","240161","319191","586038","1928680","0.3039"
"Blanco, Texas","4212","1244","5669","11392","0.4976"
"Borden, Texas","330","31","365","633","0.5766"
"Bosque, Texas","6325","1277","7797","18097","0.4308"
"Bowie, Texas","24913","8831","34470","93860","0.3672"
"Brazoria, Texas","72653","43075","120296","354195","0.3396"
"Brazos, Texas","38662","23041","66036","220417","0.2996"
"Brewster, Texas","2073","1869","4226","9200","0.4593"
"Briscoe, Texas","625","91","734","1474","0.4980"
"Brooks, Texas","613","1937","2596","7214","0.3599"
"Brown, Texas","12010","1621","13949","38271","0.3645"
"Burleson, Texas","5316","1491","6945","17760","0.3910"
"Burnet, Texas","14595","3785","19046","46243","0.4119"
"Caldwell, Texas","6516","4663","11709","41161","0.2845"
"Calhoun, Texas","4638","2118","6957","21965","0.3167"
"Callahan, Texas","4858","568","5556","13820","0.4020"
"Cameron, Texas","29432","59319","91804","422135","0.2175"
"Camp, Texas","3201","1260","4542","12867","0.3530"
"Carson, Texas","2617","249","2945","6057","0.4862"
"Cass, Texas","9182","2250","11606","30375","0.3821"
"Castro, Texas","1413","526","1996","7669","0.2603"
"Chambers, Texas","13278","2939","16661","39899","0.4176"
"Cherokee, Texas","12896","3466","16701","51668","0.3232"
"Childress, Texas","1802","253","2084","7052","0.2955"
"Clay, Texas","4376","536","5011","10193","0.4916"
"Cochran, Texas","679","190","901","2882","0.3126"
"Coke, Texas","1265","140","1423","3264","0.4360"
"Coleman, Texas","3177","387","3635","8420","0.4317"
"Collin, Texas","200395","139837","356545","939585","0.3795"
"Collingsworth, Texas","983","145","1154","3016","0.3826"
"Colorado, Texas","6323","1977","8480","21019","0.4034"
"Comal, Texas","44996","14166","61567","134788","0.4568"
"Comanche, Texas","4300","788","5208","13484","0.3862"
"Concho, Texas","885","148","1067","4279","0.2494"
"Cooke, Texas","13174","2345","15894","39266","0.4048"
"Coryell, Texas","12212","5057","18127","74686","0.2427"
"Cottle, Texas","486","84","583","1402","0.4158"
"Crane, Texas","1047","299","1381","4830","0.2859"
"Crockett, Texas","980","372","1395","3675","0.3796"
"Crosby, Texas","1180","468","1712","5992","0.2857"
"Culberson, Texas","280","454","762","2198","0.3467"
"Dallam, Texas","1258","222","1535","7056","0.2175"
"Dallas, Texas","261865","458845","750649","2574984","0.2915"
"Dawson, Texas","2636","835","3562","13111","0.2717"
"Deaf Smith, Texas","2911","1185","4201","18830","0.2231"
"Delta, Texas","1836","400","2279","5215","0.4370"
"Denton, Texas","169175","110000","293287","806180","0.3638"
"DeWitt, Texas","5510","1161","6822","20865","0.3270"
"Dickens, Texas","755","128","909","2184","0.4162"
"Dimmit, Texas","974","2173","3225","10794","0.2988"
"Donley, Texas","1225","190","1460","3405","0.4288"
"Duval, Texas","1316","2783","4159","11428","0.3639"
"Eastland, Texas","6008","776","6935","18274","0.3795"
"Ector, Texas","24976","10225","36373","157462","0.2310"
"Edwards, Texas","741","302","1065","1911","0.5573"
"Ellis, Texas","44807","16197","63064","168499","0.3743"
"El Paso, Texas","54567","145509","210458","837918","0.2512"
"Erath, Texas","11205","2159","13810","41659","0.3315"
"Falls, Texas","3438","1682","5232","17273","0.3029"
"Fannin, Texas","9536","2123","11972","34031","0.3518"
"Fayette, Texas","8648","2127","11029","25149","0.4385"
"Fisher, Texas","1265","403","1722","3854","0.4468"
"Floyd, Texas","1473","435","1958","5917","0.3309"
"Foard, Texas","383","113","511","1183","0.4320"
"Fort Bend, Texas","117212","134475","260367","741237","0.3513"
"Franklin, Texas","3583","665","4356","10607","0.4107"
"Freestone, Texas","5995","1461","7608","19624","0.3877"
"Frio, Texas","1232","1401","2683","18956","0.1415"
"Gaines, Texas","3907","597","4609","20478","0.2251"
"Galveston, Texas","73566","45503","123994","329431","0.3764"
"Garza, Texas","1223","224","1475","6442","0.2290"
"Gillespie, Texas","10445","2286","13123","26521","0.4948"
"Glasscock, Texas","553","34","602","1314","0.4581"
"Goliad, Texas","2618","973","3713","7517","0.4939"
"Gonzales, Texas","4580","1567","6304","20876","0.3020"
"Gray, Texas","6495","699","7360","22725","0.3239"
"Grayson, Texas","35274","10276","47068","128235","0.3670"
"Gregg, Texas","28693","11623","41365","123745","0.3343"
"Grimes, Texas","7065","2194","9528","27671","0.3443"
"Guadalupe, Texas","36495","18308","57220","155265","0.3685"
"Hale, Texas","6347","2090","8802","34263","0.2569"
"Hall, Texas","891","164","1089","3138","0.3470"
"Hamilton, Texas","3056","479","3609","8304","0.4346"
"Hansford, Texas","1730","171","1947","5538","0.3516"
"Hardeman, Texas","1207","249","1511","3906","0.3868"
"Hardin, Texas","19600","2779","22768","56322","0.4042"
"Harris, Texas","544960","706471","1302887","4589928","0.2839"
"Harrison, Texas","18712","7130","26364","66534","0.3962"
"Hartley, Texas","1727","172","1945","5747","0.3384"
"Haskell, Texas","1403","314","1765","5681","0.3107"
"Hays, Texas","33730","33117","71524","204470","0.3498"
"Hemphill, Texas","1460","181","1687","4129","0.4086"
"Henderson, Texas","23574","5649","29855","79901","0.3736"
"Hidalgo, Texas","48608","118739","172990","849843","0.2036"
"Hill, Texas","10075","2535","12906","35077","0.3679"
"Hockley, Texas","5793","1257","7282","23275","0.3129"
"Hood, Texas","21367","4001","26120","56857","0.4594"
"Hopkins, Texas","10704","2508","13476","36400","0.3702"
"Houston, Texas","6205","1978","8302","22754","0.3649"
"Howard, Texas","6635","1768","8692","36708","0.2368"
"Hudspeth, Texas","503","324","871","4053","0.2149"
"Hunt, Texas","23866","6301","31185","92073","0.3387"
"Hutchinson, Texas","7039","854","8126","21511","0.3778"
"Irion, Texas","660","90","760","1557","0.4881"
"Jack, Texas","2973","314","3339","8744","0.3819"
"Jackson, Texas","4266","904","5275","14869","0.3548"
"Jasper, Texas","10578","2582","13351","35648","0.3745"
"Jeff Davis, Texas","694","422","1175","2200","0.5341"
"Jefferson, Texas","42828","42404","87363","254679","0.3430"
"Jim Hogg, Texas","430","1635","2119","5146","0.4118"
"Jim Wells, Texas","5411","6688","12346","41149","0.3000"
"Johnson, Texas","44370","10976","57270","163274","0.3508"
"Jones, Texas","4815","935","5932","20009","0.2965"
"Karnes, Texas","2959","1144","4185","15254","0.2744"
"Kaufman, Texas","29537","10265","40979","118350","0.3463"
"Kendall, Texas","15663","3633","19936","42540","0.4686"
"Kenedy, Texas","84","99","186","404","0.4604"
"Kent, Texas","360","59","433","769","0.5631"
"Kerr, Texas","17658","4665","23090","51504","0.4483"
"Kimble, Texas","1697","206","1945","4423","0.4397"
"King, Texas","149","5","159","289","0.5502"
"Kinney, Texas","936","457","1424","3590","0.3967"
"Kleberg, Texas","4364","4713","9483","31690","0.2992"
"Knox, Texas","1078","247","1358","3806","0.3568"
"Lamar, Texas","14546","3579","18537","49791","0.3723"
"Lamb, Texas","3040","770","3905","13275","0.2942"
"Lampasas, Texas","6371","1479","8149","20760","0.3925"
"La Salle, Texas","870","1125","2049","7613","0.2691"
"Lavaca, Texas","7339","1170","8633","19809","0.4358"
"Lee, Texas","4996","1372","6522","17055","0.3824"
"Leon, Texas","6391","909","7407","17299","0.4282"
"Liberty, Texas","18856","4851","24155","81704","0.2956"
"Limestone, Texas","5747","1748","7648","23468","0.3259"
"Lipscomb, Texas","1159","135","1322","3487","0.3791"
"Live Oak, Texas","3450","739","4267","12056","0.3539"
"Llano, Texas","8283","1825","10377","20362","0.5096"
"Loving, Texas","57","4","64","113","0.5664"
"Lubbock, Texas","65566","27956","98060","303137","0.3235"
"Lynn, Texas","1546","403","1997","5711","0.3497"
"Madison, Texas","3349","881","4283","13987","0.3062"
"Marion, Texas","2968","1156","4206","10147","0.4145"
"Martin, Texas","1453","266","1755","5723","0.3067"
"Mason, Texas","1656","353","2053","4111","0.4994"
"Matagorda, Texas","8147","3357","11779","37187","0.3168"
"Maverick, Texas","2816","10397","13588","57685","0.2356"
"McCulloch, Texas","2546","480","3086","8172","0.3776"
"McLennan, Texas","48245","27046","78255","247934","0.3156"
"McMullen, Texas","454","40","497","804","0.6182"
"Medina, Texas","12054","4624","17187","49283","0.3487"
"Menard, Texas","681","153","860","2123","0.4051"
"Midland, Texas","36896","9993","48753","162565","0.2999"
"Milam, Texas","6340","2042","8607","24871","0.3461"
"Mills, Texas","1949","242","2238","4907","0.4561"
"Mitchell, Texas","1780","353","2190","8720","0.2511"
"Montague, Texas","7526","885","8604","19414","0.4432"
"Montgomery, Texas","150188","45744","203083","556203","0.3651"
"Moore, Texas","3974","1096","5262","22120","0.2379"
"Morris, Texas","3443","1425","4964","12593","0.3942"
"Motley, Texas","571","40","620","1160","0.5345"
"Nacogdoches, Texas","14751","6822","22430","65806","0.3409"
"Navarro, Texas","11984","3998","16382","48523","0.3376"
"Newton, Texas","2961","978","4010","14003","0.2864"
"Nolan, Texas","3551","1029","4744","14993","0.3164"
"Nueces, Texas","50704","49102","103958","361350","0.2877"
"Ochiltree, Texas","2628","274","2981","10306","0.2892"
"Oldham, Texas","850","78","945","2076","0.4552"
"Orange, Texas","25385","5716","31761","84964","0.3738"
"Palo Pinto, Texas","8222","1700","10175","28053","0.3627"
"Panola, Texas","8445","1835","10413","23492","0.4433"
"Parker, Texas","46433","8329","56413","129441","0.4358"
"Parmer, Texas","1911","848","2818","9776","0.2883"
"Pecos, Texas","2463","1551","4167","15970","0.2609"
"Polk, Texas","26587","7123","34444","47916","0.7188"
"Potter, Texas","19499","7620","28330","120832","0.2345"
"Presidio, Texas","652","1458","2203","6958","0.3166"
"Rains, Texas","3919","619","4630","11314","0.4092"
"Randall, Texas","43379","8340","53813","132501","0.4061"
"Reagan, Texas","709","167","900","3608","0.2494"
"Real, Texas","1382","262","1678","3389","0.4951"
"Red River, Texas","3924","1148","5147","12207","0.4216"
"Reeves, Texas","1417","1659","3184","14921","0.2134"
"Refugio, Texas","1830","1034","2945","7321","0.4023"
"Roberts, Texas","524","20","550","916","0.6004"
"Robertson, Texas","4665","2203","7010","16751","0.4185"
"Rockwall, Texas","28396","9633","39529","93978","0.4206"
"Runnels, Texas","3241","452","3765","10448","0.3604"
"Rusk, Texas","14675","3935","18994","52732","0.3602"
"Sabine, Texas","3992","614","4642","10303","0.4505"
"San Augustine, Texas","2620","907","3563","8320","0.4282"
"San Jacinto, Texas","8050","2034","10305","27707","0.3719"
"San Patricio, Texas","13004","7825","21513","67655","0.3180"
"San Saba, Texas","2025","293","2354","5944","0.3960"
"Schleicher, Texas","819","209","1054","3056","0.3449"
"Scurry, Texas","4403","733","5261","17333","0.3035"
"Shackelford, Texas","1378","103","1502","3315","0.4531"
"Shelby, Texas","7171","1757","9072","25579","0.3547"
"Sherman, Texas","807","96","933","3068","0.3041"
"Smith, Texas","58631","22128","83161","225290","0.3691"
"Somervell, Texas","3206","540","3876","8775","0.4417"
"Starr, Texas","2218","9246","11691","64122","0.1823"
"Stephens, Texas","3033","348","3453","9906","0.3486"
"Sterling, Texas","549","70","633","1367","0.4631"
"Stonewall, Texas","555","135","701","1426","0.4916"
"Sutton, Texas","1075","313","1415","3869","0.3657"
"Swisher, Texas","1671","462","2190","7466","0.2933"
"Tarrant, Texas","345683","288001","662832","2016872","0.3286"
"Taylor, Texas","33172","10047","45266","136535","0.3315"
"Terrell, Texas","287","140","437","812","0.5382"
"Terry, Texas","1295","424","1763","12799","0.1377"
"Throckmorton, Texas","715","84","808","1533","0.5271"
"Titus, Texas","6405","2538","9176","32592","0.2815"
"Tom Green, Texas","27376","9117","38104","118386","0.3219"
"Travis, Texas","126750","306475","462511","1199323","0.3856"
"Trinity, Texas","4737","1154","5982","14442","0.4142"
"Tyler, Texas","6601","1243","7969","21320","0.3738"
"Upshur, Texas","13198","2378","15918","40969","0.3885"
"Upton, Texas","961","284","1296","3673","0.3528"
"Uvalde, Texas","4828","3863","8936","27285","0.3275"
"Val Verde, Texas","5856","6920","13476","48881","0.2757"
"Van Zandt, Texas","18436","2792","21689","54355","0.3990"
"Victoria, Texas","21253","8843","31032","92467","0.3356"
"Walker, Texas","12878","6085","19683","71484","0.2753"
"Waller, Texas","10525","5744","16715","50115","0.3335"
"Ward, Texas","2541","780","3413","11600","0.2942"
"Washington, Texas","10944","3381","14747","35056","0.4207"
"Webb, Texas","12946","42297","56867","271193","0.2097"
"Wharton, Texas","10149","4238","14707","41735","0.3524"
"Wheeler, Texas","2087","194","2306","5546","0.4158"
"Wichita, Texas","27609","8752","37913","131838","0.2876"
"Wilbarger, Texas","3166","807","4101","12892","0.3181"
"Willacy, Texas","1541","3416","5082","21810","0.2330"
"Williamson, Texas","104029","84252","200524","528718","0.3793"
"Wilson, Texas","13991","4790","19255","48480","0.3972"
"Winkler, Texas","1403","420","1873","7893","0.2373"
"Wise, Texas","20655","3412","24661","64455","0.3826"
"Wood, Texas","15681","2624","18646","44227","0.4216"
"Yoakum, Texas","1797","426","2299","8488","0.2709"
"Young, Texas","6587","873","7658","18152","0.4219"
"Zapata, Texas","1028","2056","3134","14349","0.2184"
"Zavala, Texas","692","2633","3390","12023","0.2820"
"Beaver, Utah","1838","264","2490","6463","0.3853"
"Box Elder, Utah","10324","1814","16548","53139","0.3114"
"Cache, Utah","16643","6705","35879","122753","0.2923"
"Carbon, Utah","5182","1696","7818","20399","0.3833"
"Daggett, Utah","327","76","465","1095","0.4247"
"Davis, Utah","46985","22575","104661","342281","0.3058"
"Duchesne, Utah","5505","500","6932","20337","0.3409"
"Emery, Utah","3402","379","4263","10216","0.4173"
"Garfield, Utah","1577","352","2294","4986","0.4601"
"Grand, Utah","1934","1932","4456","9579","0.4652"
"Iron, Utah","10025","2104","15354","49937","0.3075"
"Juab, Utah","2759","436","4076","11010","0.3702"
"Kane, Utah","2248","739","3482","7334","0.4748"
"Millard, Utah","3860","431","5234","12694","0.4123"
"Morgan, Utah","3156","572","5136","11437","0.4491"
"Piute, Utah","537","31","617","1466","0.4209"
"Rich, Utah","786","104","1096","2319","0.4726"
"Salt Lake, Utah","117901","154831","361347","1121354","0.3222"
"San Juan, Utah","2635","1997","5385","16895","0.3187"
"Sanpete, Utah","6436","1026","9778","29409","0.3325"
"Sevier, Utah","6455","673","8308","21267","0.3907"
"Summit, Utah","7160","10251","20133","40307","0.4995"
"Tooele, Utah","9693","4015","18905","64833","0.2916"
"Uintah, Utah","9876","1002","12883","36373","0.3542"
"Utah, Utah","89755","24579","174942","592299","0.2954"
"Wasatch, Utah","6115","3063","12120","30528","0.3970"
"Washington, Utah","39566","9583","57494","160245","0.3588"
"Wayne, Utah","959","271","1410","2702","0.5218"
"Weber, Utah","38447","22187","81451","247560","0.3290"
"Accomack, Virginia","8582","6737","15755","32947","0.4782"
"Albemarle, Virginia","19232","33297","56134","106878","0.5252"
"Alexandria city, Virginia","13241","57147","74384","155810","0.4774"
"Alleghany, Virginia","4873","2165","7306","15595","0.4685"
"Amelia, Virginia","4704","2150","7035","12913","0.5448"
"Amherst, Virginia","9643","4986","15164","31633","0.4794"
"Appomattox, Virginia","5714","2023","7954","15475","0.5140"
"Arlington, Virginia","20155","91879","119344","230050","0.5188"
"Augusta, Virginia","26152","8108","36661","74997","0.4888"
"Bath, Virginia","1548","603","2243","4476","0.5011"
"Bedford, Virginia","30578","9733","42186","77960","0.5411"
"Bland, Virginia","2572","453","3124","6513","0.4797"
"Botetourt, Virginia","13369","4492","18641","33231","0.5610"
"Bristol city, Virginia","4884","1832","6966","16960","0.4107"
"Brunswick, Virginia","3045","4473","7645","16243","0.4707"
"Buchanan, Virginia","7292","1721","9220","22178","0.4157"
"Buckingham, Virginia","3969","3128","7284","17048","0.4273"
"Buena Vista city, Virginia","1432","693","2395","6452","0.3712"
"Campbell, Virginia","19442","6597","27218","54952","0.4953"
"Caroline, Virginia","7143","6425","14189","30178","0.4702"
"Carroll, Virginia","10653","2557","13587","29531","0.4601"
"Charles City, Virginia","1381","2244","3745","7071","0.5296"
"Charlotte, Virginia","3479","2153","5792","12129","0.4775"
"Charlottesville city, Virginia","2951","17865","22211","46912","0.4735"
"Chesapeake city, Virginia","53988","52554","111827","237940","0.4700"
"Chesterfield, Virginia","84938","80993","175288","339009","0.5171"
"Clarke, Virginia","4657","3047","8131","14374","0.5657"
"Colonial Heights city, Virginia","5681","2367","8427","17772","0.4742"
"Covington city, Virginia","1349","914","2369","5518","0.4293"
"Craig, Virginia","2139","541","2784","5158","0.5397"
"Culpeper, Virginia","13341","7744","22087","50083","0.4410"
"Cumberland, Virginia","2693","2032","4875","9652","0.5051"
"Danville city, Virginia","7306","11051","18862","41898","0.4502"
"Dickenson, Virginia","4932","1335","6405","14968","0.4279"
"Dinwiddie, Virginia","7447","5765","13533","28144","0.4808"
"Emporia city, Virginia","792","1531","2367","5305","0.4462"
"Essex, Virginia","2657","2541","5354","11123","0.4813"
"Fairfax, Virginia","157837","354485","542858","1138652","0.4768"
"Fairfax city, Virginia","3695","7363","11854","24164","0.4906"
"Falls Church city, Virginia","1323","5810","7667","14014","0.5471"
"Fauquier, Virginia","22110","12960","37124","69069","0.5375"
"Floyd, Virginia","5289","2300","7972","15731","0.5068"
"Fluvanna, Virginia","7018","5751","13492","26271","0.5136"
"Franklin, Virginia","18560","7254","26805","56069","0.4781"
"Franklin city, Virginia","1421","2516","4040","8306","0.4864"
"Frederick, Virginia","26069","11920","40133","84421","0.4754"
"Fredericksburg city, Virginia","3731","6690","11135","28297","0.3935"
"Galax city, Virginia","1603","680","2363","6775","0.3488"
"Giles, Virginia","5930","1949","8196","16857","0.4862"
"Gloucester, Virginia","13087","5399","19524","37214","0.5246"
"Goochland, Virginia","8374","4884","13930","22668","0.6145"
"Grayson, Virginia","5593","1407","7258","15107","0.4804"
"Greene, Virginia","5943","2923","9503","19371","0.4906"
"Greensville, Virginia","1737","2558","4363","11706","0.3727"
"Halifax, Virginia","9698","6890","16946","34992","0.4843"
"Hampton city, Virginia","17802","41030","61489","135410","0.4541"
"Hanover, Virginia","39592","19360","62313","104392","0.5969"
